マップデータ				
string Node Prefix	int サイズ.values	int マップ位置.values	string 種別	int 番号
リーザス１.データ.０３３４		118	箱	1260
		19		
リーザス１.データ.０３３５		118	箱	2201
		21		
リーザス１.データ.０３３６		119	道（─）	
		8		
リーザス１.データ.０３３７		119	箱	421
		10		
リーザス１.データ.０３３８		119	道（─）	
		12		
リーザス１.データ.０３３９		119	道（┌）	
		17		
リーザス１.データ.０３４０		119	道（┘）	
		18		
リーザス１.データ.０３４１		119	道（─）	
		19		
リーザス１.データ.０３４２		119	道（─）	
		21		
リーザス１.データ.０３４３		120	道（─）	
		8		
リーザス１.データ.０３４４		120	道（─）	
		10		
リーザス１.データ.０３４５		120	道（─）	431
		12		
リーザス１.データ.０３４６		120	箱	2100
		17		
リーザス１.データ.０３４７		120	箱	1270
		19		
リーザス１.データ.０３４８		120	箱	2202
		21		
リーザス１.データ.０３４９		121	箱	412
		8		
リーザス１.データ.０３５０		121	道（┌）	
		9		
リーザス１.データ.０３５１		121	箱	422
		10		
リーザス１.データ.０３５２		121	道（─）	
		12		
リーザス１.データ.０３５３		121	道（─）	
		17		
リーザス１.データ.０３５４		121	道（─）	
		19		
リーザス１.データ.０３５５		121	道（─）	
		21		
リーザス１.データ.０３５６		122	道（─）	
		8		
リーザス１.データ.０３５７		122	道（─）	
		9		
リーザス１.データ.０３５８		122	道（─）	
		12		
リーザス１.データ.０３５９		122	箱	2105
		17		
リーザス１.データ.０３６０		122	道（─）	
		19		
リーザス１.データ.０３６１		122	道（┐）	
		21		
リーザス１.データ.０３６２		122	道（└）	
		22		
リーザス１.データ.０３６３		123	道（─）	413
		8		
リーザス１.データ.０３６４		123	道（┐）	
		9		
リーザス１.データ.０３６５		123	道（└）	
		10		
リーザス１.データ.０３６６		123	箱	432
		12		
リーザス１.データ.０３６７		123	道（─）	
		17		
リーザス１.データ.０３６８		123	道（─）	
		19		
リーザス１.データ.０３６９		123	箱	2210
		22		
リーザス１.データ.０３７０		124	道（┐）	
		8		
リーザス１.データ.０３７１		124	道（│）	
		9		
リーザス１.データ.０３７２		124	道（┴）	
		10		
リーザス１.データ.０３７３		124	道（─）	
		12		
リーザス１.データ.０３７４		124	道（─）	
		17		
リーザス１.データ.０３７５		124	箱	1280
		19		
リーザス１.データ.０３７６		124	道（┐）	
		22		
リーザス１.データ.０３７７		124	道（└）	
		23		
リーザス１.データ.０３７８		125	道（┐）	
		10		
リーザス１.データ.０３７９		125	道（├）	
		11		
リーザス１.データ.０３８０		125	道（┘）	
		12		
リーザス１.データ.０３８１		125	道（─）	
		17		
リーザス１.データ.０３８２		125	道（┐）	
		19		
リーザス１.データ.０３８３		125	道（└）	
		20		
リーザス１.データ.０３８４		125	箱	2220
		23		
リーザス１.データ.０３８５		126	箱	450
		11		
リーザス１.データ.０３８６		126	道（└）	
		12		
リーザス１.データ.０３８７		126	箱	2110
		17		
リーザス１.データ.０３８８		126	道（─）	
		20		
リーザス１.データ.０３８９		127	道（─）	
		11		
リーザス１.データ.０３９０		127	道（┐）	
		12		
リーザス１.データ.０３９１		127	箱	2000
		13		
リーザス１.データ.０３９２		127	道（─）	
		17		
リーザス１.データ.０３９３		127	道（─）	
		20		
リーザス１.データ.０３９４		128	箱	460
		11		
リーザス１.データ.０３９５		128	道（─）	
		13		
リーザス１.データ.０３９６		128	道（─）	
		17		
リーザス１.データ.０３９７		128	道（─）	
		20		
リーザス１.データ.０３９８		129	道（┐）	
		11		
リーザス１.データ.０３９９		129	道（└）	
		12		
リーザス１.データ.０４００		129	箱	2005
		13		
リーザス１.データ.０４０１		129	道（─）	
		17		
リーザス１.データ.０４０２		129	箱	1300
		20		
リーザス１.データ.０４０３		130	箱	470
		12		
リーザス１.データ.０４０４		130	道（┐）	
		13		
リーザス１.データ.０４０５		130	箱	2010
		14		
リーザス１.データ.０４０６		130	道（─）	
		17		
リーザス１.データ.０４０７		130	道（─）	
		20		
リーザス１.データ.０４０８		131	道（─）	
		12		
リーザス１.データ.０４０９		131	道（┐）	
		14		
リーザス１.データ.０４１０		131	道（│）	
		15		
リーザス１.データ.０４１１		131	道（├）	
		16		
リーザス１.データ.０４１２		131	道（┘）	
		17		
リーザス１.データ.０４１３		131	道（─）	
		20		
リーザス１.データ.０４１４		132	道（┐）	
		12		
リーザス１.データ.０４１５		132	道（└）	
		13		
リーザス１.データ.０４１６		132	箱	2020
		16		
リーザス１.データ.０４１７		132	道（└）	
		17		
リーザス１.データ.０４１８		132	箱	1310
		20		
リーザス１.データ.０４１９		133	箱	500
		13		
リーザス１.データ.０４２０		133	道（─）	
		16		
リーザス１.データ.０４２１		133	道（─）	
		17		
リーザス１.データ.０４２２		133	道（┐）	
		20		
リーザス１.データ.０４２３		133	道（└）	
		21		
リーザス１.データ.０４２４		134	道（─）	
		13		
リーザス１.データ.０４２５		134	道（─）	
		16		
リーザス１.データ.０４２６		134	道（┐）	
		17		
リーザス１.データ.０４２７		134	道（└）	
		18		
リーザス１.データ.０４２８		134	道（─）	
		21		
リーザス１.データ.０４２９		135	箱	510
		13		
リーザス１.データ.０４３０		135	箱	2030
		16		
リーザス１.データ.０４３１		135	道（─）	
		18		
リーザス１.データ.０４３２		135	道（┐）	
		21		
リーザス１.データ.０４３３		135	道（└）	
		22		
リーザス１.データ.０４３４		136	道（─）	
		13		
リーザス１.データ.０４３５		136	箱	2040
		18		
リーザス１.データ.０４３６		136	箱	1390
		22		
リーザス１.データ.０４３７		137	箱	520
		13		
リーザス１.データ.０４３８		137	道（─）	
		18		
リーザス１.データ.０４３９		137	道（─）	
		22		
リーザス１.データ.０４４０		138	道（─）	
		13		
リーザス１.データ.０４４１		138	道（─）	
		18		
リーザス１.データ.０４４２		138	道（─）	1391
		22		
リーザス１.データ.０４４３		139	道（─）	
		13		
リーザス１.データ.０４４４		139	箱	2045
		18		
リーザス１.データ.０４４５		139	道（─）	
		22		
リーザス１.データ.０４４６		140	箱	600
		9		
リーザス１.データ.０４４７		140	道（│）	
		10		
リーザス１.データ.０４４８		140	道（│）	
		11		
リーザス１.データ.０４４９		140	道（│）	
		12		
リーザス１.データ.０４５０		140	道（┘）	
		13		
リーザス１.データ.０４５１		140	道（─）	
		18		
リーザス１.データ.０４５２		140	道（┌）	
		21		
リーザス１.データ.０４５３		140	箱	1400
		22		
リーザス１.データ.０４５４		140	道（└）	
		23		
リーザス１.データ.０４５５		141	道（─）	
		9		
リーザス１.データ.０４５６		141	道（─）	
		18		
リーザス１.データ.０４５７		141	道（─）	1403
		21		
リーザス１.データ.０４５８		141	道（┌）	
		22		
リーザス１.データ.０４５９		141	道（┘）	
		23		
リーザス１.データ.０４６０		142	道（┐）	610
		9		
リーザス１.データ.０４６１		142	道（└）	
		10		
リーザス１.データ.０４６２		142	道（─）	
		18		
リーザス１.データ.０４６３		142	道（─）	
		21		
リーザス１.データ.０４６４		142	道（─）	1404
		22		
リーザス１.データ.０４６５		143	道（─）	
		10		
リーザス１.データ.０４６６		143	箱	2047
		18		
リーザス１.データ.０４６７		143	箱	1401
		21		
リーザス１.データ.０４６８		143	道（┐）	
		22		
リーザス１.データ.０４６９		143	道（└）	
		23		
リーザス１.データ.０４７０		144	箱	620
		10		
リーザス１.データ.０４７１		144	道（─）	
		18		
リーザス１.データ.０４７２		144	道（┐）	
		21		
リーザス１.データ.０４７３		144	道（└）	
		22		
リーザス１.データ.０４７４		144	道（─）	
		23		
リーザス１.データ.０４７５		145	道（┐）	
		10		
リーザス１.データ.０４７６		145	道（│）	
		11		
リーザス１.データ.０４７７		145	道（└）	
		12		
リーザス１.データ.０４７８		145	道（─）	2056
		18		
リーザス１.データ.０４７９		145	道（─）	
		22		
リーザス１.データ.０４８０		145	箱	1402
		23		
リーザス１.データ.０４８１		146	道（┐）	
		12		
リーザス１.データ.０４８２		146	道（└）	
		13		
リーザス１.データ.０４８３		146	道（─）	
		18		
リーザス１.データ.０４８４		146	道（─）	
		22		
リーザス１.データ.０４８５		146	道（─）	
		23		
リーザス１.データ.０４８６		147	道（┌）	
		12		
リーザス１.データ.０４８７		147	箱	630
		13		
リーザス１.データ.０４８８		147	箱	2050
		18		
リーザス１.データ.０４８９		147	箱	1410
		22		
リーザス１.データ.０４９０		147	道（┘）	
		23		
リーザス１.データ.０４９１		148	箱	631
		11		
リーザス１.データ.０４９２		148	道（┘）	
		12		
リーザス１.データ.０４９３		148	道（─）	
		13		
リーザス１.データ.０４９４		148	道（─）	
		18		
リーザス１.データ.０４９５		148	道（─）	
		22		
リーザス１.データ.０４９６		149	道（┌）	
		9		
リーザス１.データ.０４９７		149	道（│）	
		10		
リーザス１.データ.０４９８		149	道（┘）	
		11		
リーザス１.データ.０４９９		149	道（─）	
		13		
リーザス１.データ.０５００		149	道（─）	2057
		18		
リーザス１.データ.０５０１		149	道（┌）	
		21		
リーザス１.データ.０５０２		149	道（┘）	1415
		22		
リーザス１.データ.０５０３		150	箱	632
		9		
リーザス１.データ.０５０４		150	箱	635
		13		
リーザス１.データ.０５０５		150	道（─）	
		18		
リーザス１.データ.０５０６		150	箱	1420
		21		
リーザス１.データ.０５０７		151	道（┐）	
		9		
リーザス１.データ.０５０８		151	道（│）	
		10		
リーザス１.データ.０５０９		151	道（└）	
		11		
リーザス１.データ.０５１０		151	道（─）	
		13		
リーザス１.データ.０５１１		151	箱	2055
		18		
リーザス１.データ.０５１２		151	道（┐）	
		21		
リーザス１.データ.０５１３		151	道（└）	
		22		
リーザス１.データ.０５１４		152	道（┐）	
		11		
リーザス１.データ.０５１５		152	道（└）	
		12		
リーザス１.データ.０５１６		152	道（─）	
		13		
リーザス１.データ.０５１７		152	道（─）	
		18		
リーザス１.データ.０５１８		152	箱	1430
		22		
リーザス１.データ.０５１９		153	道（┐）	
		12		
リーザス１.データ.０５２０		153	箱	640
		13		
リーザス１.データ.０５２１		153	道（─）	
		18		
リーザス１.データ.０５２２		153	道（┌）	
		21		
リーザス１.データ.０５２３		153	道（┘）	
		22		
リーザス１.データ.０５２４		154	道（─）	
		13		
リーザス１.データ.０５２５		154	道（─）	2058
		18		
リーザス１.データ.０５２６		154	道（─）	
